marca,modelo,ano,quilometragem,preco,combustivel,car_documents,tipo,transmissão,year_range,km's driven_range,faixa_preco,faixa_preco_prevista,valor_estimado
Toyota,Corolla XLI,2017,300000.0,272000,Gasolina,Original,Nacional,Manual,5,10,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2023,15000.0,290000,Gasolina,Original,Nacional,Automatic,6,1,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2011,82356.0,201000,Gasolina,Original,Importado,Automatic,3,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2014,80000.0,113000,Gasolina,Original,Importado,Manual,4,3,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2003,90000.0,680000,Gasolina,Original,Nacional,Manual,1,3,Luxo,Luxo,681403.3241134752
Daihatsu,Hijet,2016,123456.0,185000,Gasolina,Original,Importado,Automatic,4,5,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2010,70000.0,830000,Gasolina,Original,Nacional,Manual,3,3,Luxo,Luxo,681403.3241134752
Mitsubishi,Ek Wagon,2013,83000.0,200000,Gasolina,Original,Importado,Automatic,4,3,Econômico,Econômico,149497.18328086744
Suzuki,Swift,2022,13000.0,475000,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Suzuki,Baleno,2004,249000.0,900000,Gasolina,Original,Importado,Manual,1,10,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2012,120000.0,210000,Gasolina,Original,Importado,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2007,50000.0,850000,Gasolina,Original,Importado,Manual,2,2,Luxo,Luxo,681403.3241134752
Toyota,Passo,2018,80000.0,375000,Gasolina,Original,Importado,Automatic,5,3,Premium,Premium,350855.0221465077
Toyota,Corolla XLI,2011,123456.0,207000,Gasolina,Original,Nacional,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Toyota,Altis Grande,2014,150000.0,330000,Gasolina,Original,Importado,Manual,4,5,Premium,Premium,350855.0221465077
Mercedes,E Class,2003,120000.0,360000,Gasolina,Original,Importado,Automatic,1,4,Premium,Premium,350855.0221465077
Honda,City IDSI,2006,152000.0,170000,Gasolina,Original,Nacional,Manual,2,6,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2002,100000.0,650000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Daihatsu,Move,2021,100000.0,290000,Gasolina,Original,Importado,Automatic,6,4,Intermediário,Intermediário,245657.07356430945
Honda,City IDSI,2001,40000.0,950000,Gasolina,Original,Importado,Automatic,1,2,Luxo,Luxo,681403.3241134752
Daihatsu,Hijet,2011,150000.0,230000,Gasolina,Original,Importado,Automatic,3,5,Intermediário,Econômico,149497.18328086744
Toyota,Corolla XLI,2007,250000.0,135000,Gasolina,Original,Importado,Manual,2,10,Econômico,Econômico,149497.18328086744
Toyota,Yaris,2022,22000.0,500000,Gasolina,Original,Importado,Automatic,6,1,Luxo,Luxo,681403.3241134752
Toyota,Corrolla Altis,2010,105000.0,235000,Gasolina,Original,Nacional,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Cultus VXR,2005,95000.0,950000,Gasolina,Original,Importado,Manual,2,4,Luxo,Luxo,681403.3241134752
Honda,City Aspire,2019,60500.0,395000,Gasolina,Original,Nacional,Manual,5,3,Premium,Premium,350855.0221465077
Suzuki,Ravi,2017,60000.0,150000,Gasolina,Original,Importado,Manual,5,2,Econômico,Econômico,149497.18328086744
Suzuki,Swift,2013,99000.0,182000,Gasolina,Original,Nacional,Manual,4,4,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2022,7300.0,281500,Gasolina,Original,Nacional,Automatic,6,1,Intermediário,Intermediário,245657.07356430945
Mitsubishi,Lancer,2005,112233.0,120000,Gasolina,Original,Importado,Manual,2,4,Econômico,Econômico,149497.18328086744
Suzuki,Swift,2016,123000.0,220000,Gasolina,Original,Importado,Manual,4,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Baleno,2005,75000.0,560000,Gasolina,Duplicate,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2011,35000.0,120000,Gasolina,Original,Nacional,Automatic,3,2,Econômico,Econômico,149497.18328086744
Suzuki,Wagon R,2018,93575.0,192500,Gasolina,Original,Importado,Manual,5,4,Econômico,Econômico,149497.18328086744
Suzuki,Baleno,2003,99999.0,930000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Changan,Karvaan,2022,7000.0,220000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Suzuki,Wagon R,2019,50000.0,250000,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla XLI,2020,48000.0,430000,Gasolina,Original,Nacional,Automatic,5,2,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2019,60000.0,219500,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
FAW,X-PV,2014,150000.0,900000,Gasolina,Original,Nacional,Manual,4,5,Luxo,Luxo,681403.3241134752
Toyota,Yaris,2021,42000.0,410000,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2009,100000.0,860000,Gasolina,Original,Nacional,Manual,3,4,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2011,35000.0,530000,Gasolina,Original,Nacional,Manual,3,2,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2010,210000.0,249000,Gasolina,Original,Nacional,Manual,3,7,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2012,100000.0,207000,Gasolina,Original,Importado,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Daihatsu,Hijet,2017,5700.0,115000,Gasolina,Original,Importado,Automatic,5,1,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2012,105000.0,265000,Gasolina,Original,Nacional,Manual,3,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Swift,2016,74000.0,222500,Gasolina,Original,Nacional,Manual,4,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Swift,2019,62000.0,269000,Gasolina,Original,Nacional,Manual,5,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Wagon R,2021,8000.0,290000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2015,46500.0,850000,Gasolina,Original,Nacional,Manual,4,2,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2008,84512.0,745000,Gasolina,Original,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Toyota,Corolla XLI,2007,150000.0,165000,Gasolina,Original,Nacional,Manual,2,5,Econômico,Econômico,149497.18328086744
Honda,City IDSI,2005,95000.0,162500,Gasolina,Original,Importado,Manual,2,4,Econômico,Econômico,149497.18328086744
Chevrolet,Joy,2009,107000.0,900000,Gasolina,Original,Importado,Manual,3,4,Luxo,Luxo,681403.3241134752
Honda,Civic Oriel,2017,90000.0,485000,Gasolina,Original,Nacional,Automatic,5,3,Luxo,Luxo,681403.3241134752
Toyota,Yaris,2021,20000.0,438000,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Suzuki,Every,2021,15654.0,327000,Gasolina,Original,Importado,Automatic,6,1,Premium,Premium,350855.0221465077
Hyundai,Santro,2003,123456.0,825000,Gasolina,Original,Nacional,Manual,1,5,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2004,100000.0,480000,GNV,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
KIA,Classic,2000,12345.0,450000,Gasolina,Original,Nacional,Manual,1,1,Luxo,Premium,350855.0221465077
KIA,Spectra,2002,120000.0,550000,GNV,Original,Importado,Manual,1,4,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2012,70000.0,820000,Gasolina,Original,Importado,Manual,3,3,Luxo,Luxo,681403.3241134752
Daihatsu,Move,2012,77000.0,227500,Gasolina,Original,Importado,Automatic,3,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2021,70000.0,235000,Gasolina,Original,Nacional,Manual,6,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2006,1234.0,545000,Gasolina,Original,Nacional,Manual,2,1,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2018,122000.0,210000,Gasolina,Original,Nacional,Manual,5,5,Intermediário,Intermediário,245657.07356430945
Daihatsu,Hijet,2018,130000.0,139500,Gasolina,Original,Importado,Automatic,5,5,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2019,43000.0,420000,Gasolina,Original,Nacional,Automatic,5,2,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2007,90000.0,105500,Gasolina,Original,Nacional,Manual,2,3,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2001,12378.0,580000,Gasolina,Original,Importado,Manual,1,1,Luxo,Luxo,681403.3241134752
Honda,Civic Prosmetic,2010,92000.0,260000,Gasolina,Original,Nacional,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Cultus VXR,2008,85421.0,836999,Gasolina,Original,Importado,Manual,2,3,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2014,95500.0,840000,Gasolina,Original,Nacional,Manual,4,4,Luxo,Luxo,681403.3241134752
FAW,V2,2018,75000.0,155000,Gasolina,Original,Importado,Manual,5,3,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2009,250000.0,222500,Gasolina,Original,Nacional,Manual,3,10,Intermediário,Intermediário,245657.07356430945
Hyundai,Santro,2006,80000.0,970000,Gasolina,Original,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2016,94000.0,300000,Gasolina,Original,Nacional,Manual,4,4,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla XLI,2008,150000.0,210000,Gasolina,Original,Nacional,Manual,2,5,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2012,230000.0,240000,Gasolina,Original,Nacional,Manual,3,10,Intermediário,Intermediário,245657.07356430945
Suzuki,Wagon R,2015,83000.0,168000,Gasolina,Original,Importado,Manual,4,3,Econômico,Econômico,149497.18328086744
Suzuki,Cultus VXR,2015,115000.0,162500,Gasolina,Original,Nacional,Manual,4,4,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2004,177100.0,750000,Gasolina,Original,Importado,Manual,1,6,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2005,95000.0,910000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2005,1234.0,800000,Gasolina,Original,Importado,Manual,2,1,Luxo,Luxo,681403.3241134752
KIA,Picanto,2021,18000.0,310000,Gasolina,Original,Importado,Automatic,6,1,Premium,Premium,350855.0221465077
Toyota,Corolla GLI,2014,180000.0,290000,Gasolina,Original,Importado,Automatic,4,6,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2011,82000.0,255000,Gasolina,Original,Nacional,Manual,3,3,Intermediário,Intermediário,245657.07356430945
Mitsubishi,Ek Wagon,2015,50000.0,208000,Gasolina,Original,Importado,Automatic,4,2,Intermediário,Intermediário,245657.07356430945
Honda,City Vario,2006,160000.0,158000,Gasolina,Original,Nacional,Automatic,2,6,Econômico,Econômico,149497.18328086744
Suzuki,Every,2010,200000.0,145000,Gasolina,Original,Importado,Automatic,3,7,Econômico,Econômico,149497.18328086744
KIA,Picanto,2021,65000.0,270000,Gasolina,Original,Nacional,Automatic,6,3,Intermediário,Intermediário,245657.07356430945
Changan,Karvaan,2022,12700.0,260000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2019,60700.0,137500,Gasolina,Original,Nacional,Manual,5,3,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2021,29400.0,405000,Gasolina,Original,Nacional,Manual,6,1,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2007,245128.0,780000,Gasolina,Original,Nacional,Manual,2,10,Luxo,Luxo,681403.3241134752
Honda,City Vario,2005,223000.0,172500,Gasolina,Original,Nacional,Automatic,2,8,Econômico,Econômico,149497.18328086744
Suzuki,Ravi,2005,100000.0,290000,Gasolina,Original,Importado,Manual,2,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2008,55000.0,720000,GNV,Original,Importado,Manual,2,2,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2009,91000.0,950000,Gasolina,Original,Nacional,Manual,3,4,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2015,70000.0,192000,Gasolina,Original,Importado,Automatic,4,3,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2006,153000.0,950000,Gasolina,Original,Importado,Manual,2,6,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2006,123456.0,499999,Gasolina,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2003,194857.0,720000,Gasolina,Original,Nacional,Manual,1,7,Luxo,Luxo,681403.3241134752
Suzuki,Swift,2021,41000.0,335000,Gasolina,Original,Nacional,Automatic,6,2,Premium,Premium,350855.0221465077
Suzuki,Mehran VXR,2006,100000.0,500000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2017,160000.0,330000,Gasolina,Original,Nacional,Manual,5,6,Premium,Premium,350855.0221465077
Honda,Civic Oriel,2005,130000.0,157500,Gasolina,Original,Importado,Manual,2,5,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2005,120000.0,985000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2018,66000.0,425000,Gasolina,Original,Nacional,Manual,5,3,Luxo,Luxo,681403.3241134752
Suzuki,Swift,2013,110000.0,159000,Gasolina,Original,Nacional,Manual,4,4,Econômico,Econômico,149497.18328086744
Suzuki,Bolan,2017,58000.0,109900,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2021,22000.0,237000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Mitsubishi,Lancer,2005,139000.0,135000,Gasolina,Original,Importado,Automatic,2,5,Econômico,Econômico,149497.18328086744
Suzuki,Mehran VXR,2017,78000.0,111500,Gasolina,Original,Nacional,Manual,5,3,Econômico,Econômico,149497.18328086744
Toyota,Altis Grande,2018,71500.0,490000,Gasolina,Original,Nacional,Automatic,5,3,Luxo,Luxo,681403.3241134752
Toyota,Passo,2006,90000.0,159000,Gasolina,Original,Importado,Automatic,2,3,Econômico,Econômico,149497.18328086744
Toyota,Yaris,2021,36000.0,380000,Gasolina,Original,Nacional,Manual,6,2,Premium,Premium,350855.0221465077
Mitsubishi,Minicab Bravo,2013,90000.0,105000,Gasolina,Original,Importado,Manual,4,3,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2017,48000.0,280000,Gasolina,Original,Importado,Automatic,5,2,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2001,76240.0,550000,Gasolina,Original,Importado,Manual,1,3,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2022,3700.0,460000,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2008,40000.0,530000,Gasolina,Original,Nacional,Manual,2,2,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2007,100000.0,735000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Honda,City Vario,2004,108000.0,140000,Gasolina,Original,Nacional,Automatic,1,4,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2008,111000.0,965000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2010,178526.0,100000,GNV,Original,Nacional,Manual,3,6,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2005,300000.0,580000,Gasolina,Original,Importado,Manual,2,10,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2020,40500.0,252500,Gasolina,Original,Nacional,Automatic,5,2,Intermediário,Intermediário,245657.07356430945
Toyota,Yaris,2020,48000.0,417500,Gasolina,Original,Nacional,Automatic,5,2,Luxo,Luxo,681403.3241134752
Daihatsu,Mira,2010,109621.0,166000,Gasolina,Original,Importado,Automatic,3,4,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2004,186000.0,127500,Gasolina,Original,Nacional,Manual,1,7,Econômico,Econômico,149497.18328086744
Toyota,Yaris,2020,36000.0,450000,Gasolina,Original,Nacional,Automatic,5,2,Luxo,Luxo,681403.3241134752
Honda,City IVTEC,2010,165000.0,232500,Gasolina,Original,Nacional,Manual,3,6,Intermediário,Intermediário,245657.07356430945
Honda,Civic Prosmetic,2007,142000.0,179000,Gasolina,Original,Nacional,Automatic,2,5,Econômico,Econômico,149497.18328086744
Honda,Civic Prosmetic,2008,130741.0,174000,Gasolina,Original,Nacional,Automatic,2,5,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2017,58000.0,348000,Gasolina,Original,Nacional,Manual,5,2,Premium,Premium,350855.0221465077
Honda,City IVTEC,2016,53600.0,380000,Gasolina,Original,Nacional,Automatic,4,2,Premium,Premium,350855.0221465077
Honda,City IDSI,2008,200000.0,162000,Gasolina,Original,Nacional,Manual,2,7,Econômico,Econômico,149497.18328086744
Honda,City IDSI,2003,12345.0,131500,Gasolina,Original,Nacional,Automatic,1,1,Econômico,Econômico,149497.18328086744
Chevrolet,Joy,2006,1234.0,625000,Gasolina,Original,Importado,Manual,2,1,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2019,110000.0,245000,Gasolina,Original,Nacional,Manual,5,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Bolan,2017,65000.0,135000,Gasolina,Original,Nacional,Manual,5,3,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2011,120000.0,286000,Gasolina,Original,Nacional,Manual,3,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Wagon R,2021,47000.0,260000,Gasolina,Original,Nacional,Manual,6,2,Intermediário,Intermediário,245657.07356430945
Hyundai,Santro,2001,10000.0,745000,Gasolina,Original,Importado,Manual,1,1,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2018,119000.0,190000,Gasolina,Original,Nacional,Manual,5,4,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2008,1234.0,695000,Gasolina,Original,Nacional,Manual,2,1,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2016,50000.0,180000,Gasolina,Original,Nacional,Manual,4,2,Econômico,Econômico,149497.18328086744
Hyundai,Santro,2006,75000.0,847000,Gasolina,Original,Nacional,Manual,2,3,Luxo,Luxo,681403.3241134752
Mercedes,E Class,2002,80000.0,350000,Gasolina,Original,Importado,Automatic,1,3,Premium,Premium,350855.0221465077
Honda,City IDSI,2005,100500.0,147500,Gasolina,Original,Nacional,Manual,2,4,Econômico,Econômico,149497.18328086744
Daihatsu,Mira,2018,99000.0,234000,Gasolina,Original,Importado,Automatic,5,4,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2014,100000.0,205000,Gasolina,Original,Importado,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Daihatsu,Cuore,2007,95000.0,650000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Changan,Alsvin,2021,21600.0,350000,Gasolina,Original,Nacional,Manual,6,1,Premium,Premium,350855.0221465077
Toyota,Passo,2007,210000.0,184000,Gasolina,Original,Importado,Automatic,2,7,Econômico,Econômico,149497.18328086744
Toyota,Corolla XLI,2011,150000.0,237500,Gasolina,Original,Nacional,Manual,3,5,Intermediário,Intermediário,245657.07356430945
Suzuki,Baleno,2003,100000.0,870000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Hyundai,Santro,2007,169500.0,895000,Gasolina,Original,Nacional,Manual,2,6,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2018,12345.0,128000,Gasolina,Original,Nacional,Manual,5,1,Econômico,Econômico,149497.18328086744
Toyota,Corrolla Altis,2015,145000.0,340000,Gasolina,Original,Nacional,Automatic,4,5,Premium,Premium,350855.0221465077
Suzuki,Swift,2017,71000.0,220000,Gasolina,Original,Nacional,Manual,5,3,Intermediário,Intermediário,245657.07356430945
Toyota,Passo,2020,18830.0,430000,Gasolina,Original,Importado,Automatic,5,1,Luxo,Luxo,681403.3241134752
Honda,Civic Oriel,2017,75000.0,479000,Gasolina,Original,Nacional,Automatic,5,3,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2021,21000.0,272900,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Honda,City IDSI,2006,28005.0,160000,Gasolina,Original,Nacional,Manual,2,1,Econômico,Econômico,149497.18328086744
Changan,Karvaan,2022,2400.0,275000,Gasolina,Original,Nacional,Manual,6,1,Intermediário,Intermediário,245657.07356430945
Toyota,Yaris,2021,32000.0,470000,Gasolina,Original,Nacional,Automatic,6,2,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2003,150000.0,550000,GNV,Original,Nacional,Manual,1,5,Luxo,Luxo,681403.3241134752
Suzuki,Cultus VXR,2003,69000.0,825000,Gasolina,Original,Nacional,Manual,1,3,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2014,44000.0,230000,Gasolina,Original,Importado,Automatic,4,2,Intermediário,Intermediário,245657.07356430945
Hyundai,Santro,2005,150000.0,775000,Gasolina,Original,Importado,Manual,2,5,Luxo,Luxo,681403.3241134752
KIA,Classic,2002,150000.0,700000,GNV,Original,Importado,Manual,1,5,Luxo,Luxo,681403.3241134752
Mercedes,E Class,2000,159123.0,187500,Gasolina,Original,Importado,Automatic,1,6,Econômico,Econômico,149497.18328086744
Suzuki,Alto,2008,45000.0,870000,Gasolina,Original,Nacional,Manual,2,2,Luxo,Luxo,681403.3241134752
Honda,Civic Oriel,2017,105000.0,463000,Gasolina,Original,Nacional,Automatic,5,4,Luxo,Luxo,681403.3241134752
Suzuki,Mehran VXR,2017,60000.0,120000,Gasolina,Original,Nacional,Manual,5,2,Econômico,Econômico,149497.18328086744
Toyota,Passo,2011,100000.0,215000,Gasolina,Original,Importado,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Toyota,Yaris,2021,45000.0,375000,Gasolina,Original,Nacional,Automatic,6,2,Premium,Luxo,681403.3241134752
Suzuki,Bolan,2010,1234.0,980000,GNV,Original,Nacional,Manual,3,1,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2010,10000.0,640000,Gasolina,Original,Importado,Manual,3,1,Luxo,Luxo,681403.3241134752
Daihatsu,Cuore,2007,150000.0,850000,Gasolina,Original,Nacional,Automatic,2,5,Luxo,Luxo,681403.3241134752
Daihatsu,Hijet,2011,73000.0,133500,Gasolina,Original,Importado,Automatic,3,3,Econômico,Econômico,149497.18328086744
Honda,Civic Oriel,2010,110000.0,235000,Gasolina,Original,Nacional,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2012,67000.0,297500,Gasolina,Original,Nacional,Automatic,3,3,Intermediário,Intermediário,245657.07356430945
Honda,City IDSI,2004,150000.0,135000,Gasolina,Original,Nacional,Manual,1,5,Econômico,Econômico,149497.18328086744
Honda,City IVTEC,2017,92000.0,335000,Gasolina,Original,Nacional,Manual,5,4,Premium,Premium,350855.0221465077
Suzuki,Ravi,2011,94563.0,720000,Gasolina,Original,Importado,Manual,3,4,Luxo,Luxo,681403.3241134752
Honda,City IDSI,2002,100000.0,980000,Gasolina,Original,Nacional,Manual,1,4,Luxo,Luxo,681403.3241134752
Mercedes,C Class,2004,95000.0,300000,Gasolina,Original,Importado,Automatic,1,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Swift,2013,121000.0,160000,Gasolina,Original,Nacional,Manual,4,5,Econômico,Econômico,149497.18328086744
Toyota,Yaris,2021,42000.0,400000,Gasolina,Original,Nacional,Manual,6,2,Premium,Premium,350855.0221465077
FAW,X-PV,2017,70000.0,850000,Gasolina,Original,Nacional,Manual,5,3,Luxo,Luxo,681403.3241134752
Daihatsu,Move,2014,99000.0,209500,Gasolina,Original,Importado,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla GLI,2018,123456.0,375000,Gasolina,Original,Nacional,Manual,5,5,Premium,Premium,350855.0221465077
Daihatsu,Cuore,2006,120000.0,900000,Gasolina,Original,Nacional,Manual,2,4,Luxo,Luxo,681403.3241134752
Toyota,Corolla GLI,2013,200000.0,265000,Gasolina,Original,Importado,Manual,4,7,Intermediário,Intermediário,245657.07356430945
Toyota,Corolla XLI,2007,150000.0,180000,Gasolina,Original,Nacional,Manual,2,5,Econômico,Econômico,149497.18328086744
Toyota,Corolla GLI,2004,100000.0,143000,Gasolina,Original,Importado,Manual,1,4,Econômico,Econômico,149497.18328086744
Honda,City Aspire,2017,67000.0,345000,Gasolina,Original,Nacional,Automatic,5,3,Premium,Premium,350855.0221465077
Daihatsu,Mira,2016,82000.0,280000,Gasolina,Original,Importado,Automatic,4,3,Intermediário,Intermediário,245657.07356430945
Suzuki,Mehran VXR,2014,10000.0,900000,Gasolina,Original,Importado,Manual,4,1,Luxo,Luxo,681403.3241134752
Suzuki,Alto,2005,150000.0,700000,GNV,Original,Nacional,Manual,2,5,Luxo,Luxo,681403.3241134752
Suzuki,Wagon R,2018,49000.0,224000,Gasolina,Original,Nacional,Manual,5,2,Intermediário,Intermediário,245657.07356430945
Honda,City Aspire,2017,62000.0,365000,Gasolina,Original,Nacional,Manual,5,3,Premium,Premium,350855.0221465077
Honda,City Vario,2005,154000.0,167000,Gasolina,Original,Nacional,Automatic,2,6,Econômico,Econômico,149497.18328086744
Suzuki,Mehran VXR,2014,56000.0,930000,Gasolina,Original,Nacional,Manual,4,2,Luxo,Luxo,681403.3241134752
Honda,Civic Oriel,2004,20000.0,155000,Gasolina,Original,Nacional,Automatic,1,1,Econômico,Econômico,149497.18328086744
Honda,City Aspire,2016,75000.0,365000,Gasolina,Original,Nacional,Automatic,4,3,Premium,Premium,350855.0221465077
Suzuki,Swift,2022,10000.0,428000,Gasolina,Original,Nacional,Automatic,6,1,Luxo,Luxo,681403.3241134752
Suzuki,Cultus VXR,2012,82500.0,123500,Gasolina,Original,Nacional,Manual,3,3,Econômico,Econômico,149497.18328086744
Daihatsu,Cuore,2010,100000.0,900000,Gasolina,Original,Importado,Manual,3,4,Luxo,Luxo,681403.3241134752
Honda,Civic Oriel,2010,95000.0,270000,Gasolina,Original,Nacional,Automatic,3,4,Intermediário,Intermediário,245657.07356430945
Honda,City IVTEC,2016,99000.0,339500,Gasolina,Original,Nacional,Automatic,4,4,Premium,Premium,350855.0221465077
Toyota,Corrolla Altis,2017,110000.0,460000,Gasolina,Original,Nacional,Automatic,5,4,Luxo,Luxo,681403.3241134752
Suzuki,Bolan,2013,16000.0,800000,Gasolina,Original,Nacional,Manual,4,1,Luxo,Luxo,681403.3241134752
Daihatsu,Hijet,2013,165280.0,135000,Gasolina,Original,Importado,Automatic,4,6,Econômico,Econômico,149497.18328086744
KIA,Picanto,2021,43000.0,297500,Gasolina,Original,Nacional,Automatic,6,2,Intermediário,Intermediário,245657.07356430945
Daihatsu,Mira,2014,92000.0,207500,Gasolina,Original,Importado,Automatic,4,4,Intermediário,Intermediário,245657.07356430945
Suzuki,Alto,2004,125000.0,650000,Gasolina,Original,Nacional,Manual,1,5,Luxo,Luxo,681403.3241134752
Daihatsu,Move,2013,117000.0,162500,Gasolina,Original,Importado,Automatic,4,4,Econômico,Econômico,149497.18328086744
